Persian,Transliteration
اندخسواره,/'andakhsvārih/
سرمادرمانی,/sarmādarmānī/
زایا,/zāyā/
نداف,/naddāf/
ندامت,/nidāmat/
متحتم,/mutahattim/
شهرآرایی,/shahrā('ā)rāy(')ī/
منتخب,/muntakhab/
چراغ,/chirāq/
ترحم,/tarahhum/
کژدم فسا,/každumfasā/
آسایش,/'āsāyish/
چراسک,/charāsak/
پاسنگ,/pāsang/
روبنده,/rūbandih/
سپس تر,/sipastar/
اهاله,/'ihālih/
روبوسی,/rūbūsī/
اعلامیه,/'i'lāmīy[y]ih/
اسقام,/'asqām/
عارضین,/'āriziyn/
اعبا,/'a'bā/
اوباشته,/'u[w]bāshtih/
عارضی,/'ārizī/
اوبردن,/'u[w]bardan/
اعتاق,/'i'tāq/
دم سیاه,/dumsīyāh/
دمسه,/dimsih/
گازر,/gāzur/
حرف گیر,/harfgīr/
چشمارو,/chi(a)shmārū/
غرنچی,/qarnichī/
حمحمه,/hamhamih/
بازخوردن,/bāzkhurdan/
بازخواندن,/bāzkhāndan/
پلیوسن,/pilīyusin/
صفرازده,
غرنبیدن,/qurumbīdan/
پلیمری,/pulīmirī/
فروخوردن,/furūkhurdan/
فروخواندن,/furūkhāndan/
متکامل,/mutakāmil/
دستبرد,/dastburd/
ساده طبع,/sāditab'/
زودخشم,/zūdkhashm/
استجلاب,/'istijlāb/
استجماع,/'istijmā'/
دستبانه,/dastbānih/
کپچه,/kapchih/
پژوند,/pažvand/
خارزار,/khārzār/
خارداران,/khārdārān/
مرزو,/marzū/
وجل,/vajal/
راوقی,/rāva(u)qī/
وجنات,/vajanāt/
پاغند,/pāqund/
سرادق,/surādiq/
پرمان,/parmān/
مدرکه,/mudrikih/
روترش,/rūtursh/
روتنیوم,/rūtin[ī]yum/
مدرکات,/mudrikāt/
بطیالحرکت,/batī'ulhari(a)kih/
فیبرین,/fībrīn/
فیبر,/fībr/
اتراک,/'atrāk/
بطیالانتقال,/batī'ul'intiqāl/
چنان,/chu(i)nān/
چنب,/chanab/
پرماسیده,/parmāsīdih/
کفلمه,/kaflamih/
مرزوان,/marzvān/
غوبنک,/qūbinak/
جندک,/jindak/
پروکسید,/piruksīd/
چیلانه,/chīlānih/
هرزه لاف,/harzilāf/
مضج,/muzij[j]/
سهل العلاج,/sahlul'a(i)lāj/
شده بند,/shudiband/
جنطیانا,/jintīyānā/
جنسیت,/jinsīy[y]at/
صاع ستان,/sā'sitān/
غوایل,/qavāy(')il/
صاع سر,/sā'sar/
مضجع,/mazja'/
جوجه تیغی,/jūjitīqī/
بزرگ زادگی,/buzurgzādigī/
جوجه,/jūjih/
تسلیط,/taslīt/
تسلیخ,/taslīkh/
توجع,/tavajju'/
توفیه,/tu[w]fīyih/
شهرستان,/shahristān/
انتخاب,/'intikhāb/
دائم السفر,/dā'imussafar/
دائم الصلوة,/dā'imussalāt/
توفیق,/tu[w]fīq/
لباش,/labāsh/
لباس شویی,/libāsshūy(')ī/
تزهید,/tazhīd/
تزیدن,/tazīdan/
تطلیق,/tatlīq/
کلاب,/kilāb/
هشمند,/hushmand/
منظومه,/manzūmih/
هشوار,/hushvār/
بزرگداشت,/buzurgdāsht/
نشینه,/nishīnih/
زدوار,/zadvār/
منسوب,/mansūb/
زننده,/zanandih/
نص,/nas[s]/
زنگی دارو,/zangīdārū/
پرماسش,/parmāsish/
ذاهل,/zāhil/
ورزشخانه,/varzishkhānih/
دهگان,/dihgān/
مضمر,/muzmar/
ورزشکار,/varzishkār/
زدن,/zadan/
ارسال المثل,/'irsālulmasal/
ذاهب,/zāhib/
قادر,/qādir/
دافعه,/dāfi'ih/
انگام,/'angām/
خام جوش,/khāmjūsh/
کنسرت,/kunsirt/
گوهرنگار,/gu[w]harnigar/
مکنسه,/miknasih/
جاروبرقی,/jārūbarqī/
مشغول,/mashqūl/
مکنده,/mi(a)kandih/
طرب افزا,/tarab[']afzā/
طرب آشیان,/tarāb[']āshīyān/
زهی,/zihī/
خاکستری,/khākistarī/
داهل,/dāhul/
بخشه,/bakhshih/
شبانه روز,/shabānirūz/
استغفراللـه,/'astaqfirullāh/
بیم,/bīm/
بیمار,/bīmār/
شبانه,/shabānih/
فاتح,/fātih/
رعی,/ra'y/
استغفراللـه ربی واتو...,/'astaqfirullāhar-abbīva'atūbu'ilayh/
ده پنج زنی,/dahpanjzanī/
بلغا,/bulaqā/
رعونت,/ru'ūnat/
اصلاح طلب,/'islāhtalab/
آهومند,/'āhūmand/
کنایه آمیز,/kināyi'āmīz/
بلغار,/bulqār/
اغنا,/'iqnā/
صرامت,/sa(i)rāmat/
اغماض,/'iqmāz/
کنایه,/kināyih/
سپه کش,/sipahkish/
آراستگی,/'ārāstigī/
کاشت,/kāsht/
داج,/dāj/
نابخردانه,/nābikhradānih/
فروبستن,/furūbastan/
گزردن,/guzirdan/
بنیان,/bunyān/
رقیه,/ruqyih/
اطراح,/'ittirāh/
کاسه پشت,/kāsipusht/
اطراب,/'itrāb/
انتما,/'intimā/
پیش آگهی,/pīsh[']āgahī/
رقیمه,/raqīmih/
خلیدن,/khalīdan/
خلیده,/khulīdih/
مدهن,/mudahhin/
یغما,/yaqmā/
مدهوش,/madhūsh/
یغلوی,/yaqlavī/
بزرگ منش,/buzurgmanish/
تورات,/tu[w]rāt/
بزرگوار,/buzurgvār/
فرونهادن,/furūna(i)hadan/
غم آلودگی,/qam[']ālūdigī/
ستیزگری,/sitīzgarī/
غم آور,/qam[']āvar/
هنرورز,/hunarvarz/
ورطه,/vartih/
برادرخوانده,/barādarkhāndih/
برادرانه,/barādarānih/
افزار,/'afzār/
هبک,/hab[a]k/
ستیزگر,/sitīzgar/
انتکاس,/'intikās/
ثمار,/simār/
یاسا,/yāsā/
انگوم,/'angūm/
خلوت,/khalvat/
انگولک,/'angūlak/
خلوات,/khalavāt/
سپه شکن,/sipahshikan/
پیه,/pīh/
لامه,/lāmih/
لغات,/luqāt/
جادوسخن,/jādūsukhan/
ظریفانه,/zaīfānih/
ظریف,/zarīf/
لامکان,/lāmakān/
جادوستان,/jādūs[i]tān/
قروح,/qurūh/
قروت,/qurūt/
ماندگار,/mānd[i]gār/
جهان بین,/jahānbīn/
نخودبریز,/nukhudbirīz/
تضییع,/tazyī'/
تضمین,/tazmīn/
نخودآب,/nukhud[']āb/
گذشتن,/guzashtan/
دودکش,/dūdkish/
قلب کاری,/qalbkārī/
دودگون,/dūdgūn/
قلب کار,/qalbkār/
جهانبانی,/jahānbānī/
چکیده,/chakīdih/
چکیدن,/chikīdan/
باهو,/bāhū/
دوبال,/dubāl/
دوباره,/dubārih/
مشنگ,/mashang/
حسام,/hu(i)sām/
فخامت,/fakhāmat/
زور,/zavar/
زورآزما,/zūr[']āz[i]mā/
آشپزخانه,/'āshpazkhānih/
آشپزی,/'āshpazī/
گیاه انگل,/gīyāh[']angal/
گیاه,/gīyāh/
مرح,/marah/
درود,/durūd/
مخادشه,/mukhādishih/
تبعه,/taba'ih/
پردانش,/purdānish/
مرجئه,/murji'ih/
کنانه,/kanānih/
بینونت,/biynūnat/
بینوایی,/bīnavāy(')ī/
نامه ور,/nāmivar/
پاداشن,/pādāshan/
پادافراه,/pād[']afrah/
بلوغ,/bulūq/
ساوری,/sāvarī/
رزم آور,/razm[']āvar/
برنجن,/biranjan/
غیبه,/qiybih/
برغول,/barqūl/
بطارقه,/batāriqih/
رزم آزموده,/razm[']āz[i]mūdih/
بط,/bat[t]/
نان آور,/nān[']āvar/
برنجمشک,/baranjmushk/
برآویختن,/bar[']āvīkhtan/
گلیمینه,/gilīmīnih/
بندیمه,/bandīmih/
هاشور,/hāshūr/
مصاعب,/masā'ib/
مصاصه,/musāsih/
نباح,/nubāh/
نویسا,/nivīsā/
لامائیسم,/lāmā'īsm/
نویس,/nivīs/
نافه,/nāfih/
نافه دم,/nāfidam/
هیدر,/hīdr/
مایحتاج,/māya(u)htāj/
لابد,/lābud[d]/
غربیل,/qarbīl/
افزودن,/'afzūdan/
قاطن,/qātin/
فصاحت,
قاطعه,/qāti'ih/
افزاییدن,/'afzāyīdan/
چمپا,/champā/
لابث,/lābis/
فص,"/fu(i,a)s[s]/"
من باب,/minbābih/
فیلم برداری,/fīlmbardārī/
حول,/haval/
شکینه,/shakīnih/
هردومان,/hardumān/
تشویر,/tashvīr/
تشویش,/tashvīsh/
بریج,/birīj/
بهرام,/bahrām/
زانو,/zānū/
وید,/vīd/
پاک باز,/pākbāz/
خرسنگ,/kharsang/
ویداد,/vīdād/
انباز,/'ambāz/
نیمانیم,/nīmānīm/
ارذال,/'arzāl/
اردیبهشتگان,/'urdībihishtgān/
وکالت نامه,/vikālatnāmih/
زیردست,
مخارج,/makhārij/
زیردستی,/zīrdastī/
عطا,/'atā/
مخارق,/makhāriq/
خوش خوار,/khushkhār/
عطابخش,/'atābakhsh/
سرک,/sarak/
خوش خو,/khushkhū/
متحذر,/mutahazzir/
سرقلیان,/sarqa(i)lyān/
امتناع,/'imtinā'/
تاریک بخت,/tārīkbakht/
متحدالمآل,/muttahidulma'āl/
انباریدن,/'ambārīdan/
امتلا,/'imtilā/
پانصدم,/pānsadum/
اثلم,/'aslam/
پانصد,/pānsad/
هکهک,"/hukhuk, hakhak/"
هکل,/hukal/
وبر,/vabar/
ربیع الاول,/rabī'ul'avval/
ربیع الآخر,/rabī'ul'ākha(i)r/
جفاجف,/jafājaf/
فرختن,/furukhtan/
وبال,/vabāl/
دست آب,/dast[']āb/
کلاسیک,/kilāsīk/
ورید,/varīd/
صکاک,/sakkāk/
دست,/dast/
صک,/sak[k]/
نیک اختر,/nīk[']akhtar/
دامن فشان,/dāmanfishān/
تسمیه,/tasmīyih/
گیلز,/gīlz/
دامن سوار,/dāmansavār/
سبابه,/sabbābih/
نوین,/nuvīn/
سبات,/subāt/
بوالعلا,/bul'alā/
نوییدن,/nūyīdan/
ممدوح,/mamdūh/
قجر,/qajar/
بدبده,/badbadih/
هم نسب,/hamnasab/
بهر,/bahr/
قتیل,/qatīl/
تعلم,/ta'allum/
هم نژاد,/hamnižād/
غم نشان,/qamnishān/
غمنده,/qamandih/
دساتین,/dasātīn/
فندقه,/fanduqih/
ماشینچی,/māshīnchī/
کوته آستین,/kūtah[']āstīn/
چریش,/chirīsh/
نواصی,/navāsī/
یک دانه,/yikdānih/
چراغدان,/chirāqdān/
مادی,/mādī/
چراغچی,/chirāqchī/
مدخوله,/madkhūlih/
مدخول,/madkhūl/
اقفال,/'aqfāl/
استشعار,/'istish'ār/
سومو,/sūmu/
سازوباز,/sāzūbāz/
مربع مستطیل,/murabba'mustatīl/
ورشکست,/varshikast/
سومری,/sūmirī/
ورشک,/varshak/
منار,/mi(a)nār/
شاهراه,/shāhrāh/
کر,/kar/
منادی,/munādī/
اقطی,/'aqtā(ī)/
بوقلمون,/būqalamūn/
موز,/mu[w]z/
سازواری,/sāz[i]vārī/
چپل,/chapal/
مجامله گر,/mujāmiligar/
موریانه,/mūr[ī]yānih/
بادران,/bādrān/
فراموشیدن,/farāmūshīdan/
قذال,/qazāl/
مجامله,/mujāmilih/
دبران,/dabarān/
بادر,/bādar/
یخ آب,/yakh[']āb/
هنرنما,"/hunarna(i,u)mā/"
دبستان,/dabistān/
هنرنمایی,"/hunarna(i,u)māy(')ī/"
ناگرفت,/nāgirift/
تقدیر,/taqdīr/
بگونیا,/bi(a)gūnīyā/
هرزه خند,/harzikhand/
هرزه خا,/harzikhā/
ناگرونده,/nāgiravandih/
بگنی,/bagnī/
ابالسه,/'abālisih/
تکاسل,/takāsul/
آشوبنده,/'āshūbandih/
آشوبناک,/'āshūbnāk/
هدایت,/hidāyat/
ید,/yad/
لسان الحمل,/lisānulhamal/
سرسخت,/sarsakht/
طابع,/tābi'/
حرزدان,/harazdān/
مصاحب,/musāhib/
رجم,/rajm/
رجمابالغیب,/rajmanbilqiyb/
مصابیح,/masābīh/
مشهدی,/mashhadī/
مشهد,/mashhad/
دمیاطی,/damyātī/
لسان الثور,/lisānussu[w]r/
یسنا,/yasnā/
سرستون,/sarsutūn/
خام اندیش,/khām[']andīsh/
راه توشه,/rāhtūshih/
واکس,/vaks/
پدرانه,/pidarānih/
راه پیمایی,/rāhpiymāy(')ī/
مارسانان,/mārsānān/
شنب,/shamb/
سینه چاک,/sīnichāk/
ورزکار,/varzkār/
آرشیتکت,/'ārshītikt/
آرشی,/'ārashī/
برف پاک کن,/barfpākkun/
کبچه,/kabchih/
پرناز,/purnāz/
حکیمانه,/hakīmānih/
قرمزدانه,/qirmizdānih/
حکیم باشی,/hakīmbāshī/
قرمزی,/qirmizī/
خامادریوس,/khāmādarīyūs/
کاجستان,/kājistān/
هیون,/hayūn/
سگ جگر,/sagjigar/
شافه,/shāfih/
اباعن جد,/'aban'anjad[din]/
قانتات,/qānitāt/
سگدان,/sagdān/
قانت,/qānit/
مساهله,/musāhilih/
شافعیه,/shāfi'īy[y]ih/
دردزده,/dardzadih/
ته نشین,/tahnishīn/
غافل وار,/qāfilvār/
دردخوار,/dardkhār/
حبوب,/hubūb/
مارکیوا,/mārkīvā/
مارکیز,/mārkīz/
چپ گرایی,/chapgi(a)rāy(')ī/
حبلی,"/hublā, hublī/"
چپ گرا,/chapgi(a)rā/
غافل گیر,/qāfilgīr/
قشلاق,/qishlāq/
خفرق,/khafraq/
پخچیدن,/pakhchīdan/
خفچه,/khafchih/
املت,/'umlit/
رئوستا,/ri'ustā/
احسن,/'ahsan/
رئوف,/ra'ūf/
اژدرانداز,/'a(i)ždar[']andāz/
گوهرسنج,/gu[w]harsanj/
لامی,/lāmī/
گوهرشناس,/gu[w]harshinās/
وفیات,/vafayāt/
زغار,/zaqār/
انگور,/'angūr/
بردبار,/burdbār/
غمرالخلق,/qamrulkhalq/
مغل,/muqil[l]/
مغلطه,/maqlatih/
خوش منش,/khushmanish/
غمر,/qamr/
مشته,/mushtih/
سدر,/sidr/
مشتوک,/mushtūk/
صفی اللـه,/safīyyullāh/
غورواشه,/qūrvāshih/
انصار,/'ansār/
پیراهان,/pīrāhān/
بشقاب,/bushqāb/
بش زن,/bashzan/
انصات,/'insāt/
آچار,/'āchār/
مناسک,/manāsik/
مناشیر,/manāshīr/
محب,/muhib[b]/
دادو,/dādū/
محاوله,/muhāvilih/
وژه,/važih/
تفزیع,/tafzī'/
دادنامه,/dādnāmih/
قصار,/qasār/
صفی,/safī[y]/
متوهم,/mutavahhim/
غوروا,/qūrvā/
پلی کلینیک,/pulīk[i]līnīk/
پلی کپی,/pulīkupī/
ذایب,/zāy(')ib/
جمر,/jamr/
کفلیز,/kaflīz/
ستوربان,/sutūrbān/
ارغنن,/'arqanun/
اشن,/'ashan/
نوازنده,/navāzandih/
پیز,/pīz/
نوازل,/navāzil/
قحط سال,/qahtsāl/
وساده,/vasādih/
علم الحیات,/'ilmulhayāt/
قحط,/qaht/
کرپوک,/karpūk/
کرپ دوشین,/kiripdushīn/
علم الروح,/'ilmurrūh/
ذی شرافت,/zīshirāfat/
ذی شعور,/zīshu'ūr/
حما,/himā/
لدی الاقتضا,/ladal'iqtizā/
توفیر,/tu[w]fīr/
پس روی,/pasravī/
زهوار,/zihvār/
نمیر,/namīr/
زهو,/zahv/
فندق شکن,/fanduqshikan/
چاره جو,/chārijū/
مجزوم,/majzūm/
نمیده,/namīdih/
هشتمین,/hashtumīn/
هشتن,/hi(a)shtan/
توفیدن,/tūfīdan/
خارشتر,/khārshutur/
خارش,/khārish/
چاره پرداز,/chāripardāz/
ساکب الما,/sākibulmā'/
تکیده,/ta(i)kīdih/
تکیدن,/ta(i)kīdan/
گریوان,/gi(a)rīvān/
ساکب,/sākib/
گریواره,/girīvārih/
حط,/hat[t]/
دانش گستر,/dānishgustar/
جهارت,/jahārat/
سیمبان,/sīmbān/
احماض,/'ihmāz/
امین,/'amīn/
احماد,/'ihmād/
درخشش,/di(a)rakhshish/
کاغنو,/kāqnū/
چشم بندک,/chi(a)shmbandak/
مرزه,/marzih/
مهر,/ma(i)hr/
رستن,/rastan/
انتجاع,/'intijā'/
اخشیج,/'akhshīj/
انتباه,/'intibāh/
هواپرست,/havāparast/
ماره,/mārih/
اخشم,/'akhsham/
کاغذین جامه,/kāqazīnjāmih/
درخشاندن,/di(a)rakhshāndan/
حلیه,/hilyih/
چهل تاج,/chihiltāj/
خونی,/khūnī/
اکلیل,/'i(a)klīl/
مشیمیه,/mashīmīy[y]ih/
مشیمه,/mashīmih/
اکل,/'akl/
مزاح العله,/muzāhul'illih/
برگاشتن,/bargāshtan/
مزاح,/mazzāh/
پیش مزد,/pīshmuzd/
پیش مرگ,/pīshmarg/
جدی,/jady/
ایفا,/'īfā/
صفه,/suffih/
گسلیدگی,/gusa(i)līdigī/
ستیهنده,/sitīhandih/
صفویه,/safavīy[y]ih/
غنبه,/qumbih/
انظلام,/'inzilām/
حلفا,/halfā/
عوالم,/'avālim/
ستیهندگی,/sitīhandigī/
مطاحن,/matāhin/
خرده ریز,/khurdirīz/
حریم,/harīm/
مطابقه,/mutābiqih/
اقناع,/'iqnā'/
ریدن,/rīdan/
مصادمه,/musādimih/
بیهوده کاری,/bīhūdikārī/
اقمشه,/'aqmishih/
سیلیسیم,/sīlsīyum/
آزادماهی,/'āzādmāhī/
مبسوط,/mabsūt/
محالف,/muhālif/
مبسم,/mabsim/
مندلویم,/mindilivīyum/
هاف هاف,/hāfhāf/
چوخا,/chūkhā/
فشست,/fishsha(i)st/
هاف هافو,/hāfhāfū/
دیرباز,/dīrbāz/
فشردن,/fishurdan/
دیرپا,/dīrpā/
کام جو,/kāmjū/
قربوس,/qarbūs/
متحری,/mutaharrī/
زبرین,/zi(a)barīn/
کامپیوتر,/kāmpīyu(ū)tir/
دل آشوب,/dil[']āshūb/
پاردم ساییده,/pārdumsāy(')īdih/
طلبیدن,/talabīdan/
ازایرا,/'az[']īrā/
مورش,/mūrish/
طلبه,/talabih/
پرنخوت,/purni(a)khvat/
نوخاسته,/nu[w]khāstih/
گلچین,/gulchīn/
مصابره,/musābirih/
مورفولوژی,/murfulužī/
گلچینی,/gulchīnī/
بخشیده,/bakhshīdih/
آتش افروزی,/'ātash[']afrūzī/
حنظله,/hanzalih/
فنن,/fanan/
محال علیه,/mu(a)hālun'ala(i)yh/
سخت پیشانی,/sakhtpīshānī/
غلاله,/qilālih/
زمیاد,/zamyād/
یقه,/yaqih/
اعشار,/'a'shār/
اعشاری,/'a'shārī/
مقامع,/maqāmi'/
زمی,/zamī/
مقامه,/maqāmih/
متعزز,/muta'azziz/
ملتجا,/multajā/
امروزه,/'imrūzih/
اشناب,/'ashnāb/
زردچوبه,/zardchūbih/
مراةالمسلسله,/mar'atulmusalsalih/
امروز,/'imrūz/
مراوغت,/murāviqat/
دهنه,/dahnih/
چغانه,/chaqānih/
غریفج,/qarīfaj/
تذهیب,/tazhīb/
هواری,/havārī/
چغان,/chaqān/
مهمانی,/mihmānī/
تذنیب,/taznīb/
عضاه,/'izāh/
عضد,/'azud/
اسائه,/'isā'ih/
ستاخ,/sitākh/
اساور,/'asāvir/
اکسیددوزنگ,/'uksīdduzang/
ملکت,/mulkat/
اکسیددوکوئیور,/'uksīddukū'īvir/
حلیف,/halīf/
مستسعد,/mustas'ad/
مؤنث,/mu'annas/
بوارد,/bavārid/
شخیش,/shakhīsh/
حلیت,/hilyat/
خیشوم,"/khiyshūm, khīshūm/"
فراچنگ,/farāchang/
پری چهر,/parīchihr/
فراته,/furātih/
رخصت,/rukhsat/
غنیت,/qu(i)nyat/
رخص,/rukhs/
شخیره,/shakhīrih/
هوار,/havār/
غمامیه,/qamāmīy[y]ih/
مونتاژ,/muntāž/
عرق گز,/'araqgaz/
لوایم,/lavāyim/
سارخک دار,/sārakhkdār/
افشه,/'afshih/
سارخک,/sārakhk/
اشکم,/'ishkam/
زراف,/zarāf/
تشاعر,/tashā'ur/
افصاح,/'ifsāh/
خارانما,"/khārāna(i,u)mā/"
مؤتمن,/mu'taman/
تشارین,/tashārīn/
مؤتمر,/mu'tamar/
خارانگبین,/khār[']angabīn/
نرگس,/nargis/
تیزنا,/tīznā/
عرفه,/'arafih/
پولادسا,/pūlādsā/
عرق,/'araq/
کولار,/kūlār/
بازمانده,/bāzmāndih/
اغنیا,/'aqnīyā/
اغنام,/'aqnām/
سایه پوش,/sāyipūsh/
شفاخانه,/sha(i)fākhānih/
ثفل دان,/sufldān/
کولاب,/kūlāb/
دانسته,/dānistih/
دانسی متر,/dānsīmitr/
سالوک وار,/sālūkvār/
زردخو,/zardkhū/
زردخار,/zardkhār/
خواقین,/khavāqīn/
منتهی,/muntahī/
خوافی,/khavāfī/
عبرت,/'ibrat/
عبرانی,/'ibrānī/
مضرب,/mazrab/
رسمان,/rismān/
رسم الخط,/rasmulkhat[t]/
ضریبه,/zarībih/
غلط گیر,/qalatgīr/
ضریح,/zarīh/
غلط کاری,/qalatkārī/
تلاتین,/talātīn/
اوستا,/'avistā/
تلاتوف,/talātūf/
یابنده,/yābandih/
نمکسار,/namaksār/
قالب,/qālib/
رغبت,/ri(a)qbat/
افضل,/'afzal/
قال,/qāl/
افضال,/'ifzāl/
ناپاک,/nāpāk/
ناپارسا,/nāpārsā/
دوغه,/dūqih/
مفارقت,/mufāriqat/
مکذوب,/makzūb/
مقطع,/maqta'/
عیارگیر,/'ayargīr/
عیارپیشه,/'ayyārpīshih/
گردن شقی,/gardanshaqqī/
کیان,/kī(i)yān/
پااوزار,/pāu[w]zār/
سخنرانی,/sukhanrānī/
تخاره,/tukhārih/
ره انجام,/rah[']anjām/
قو,/qū/
تخاذل,/takhāzul/
قنیه,/qu(i)nyih/
طرب آباد,/tarab[']ābād/
پرنور,/purnūr/
آیس,/'āyis/
لاعب,/lā'ib/
بالین,/bālīn/
جراثقال,/jarr[i]'asqāl/
لاوصول,/lāvusūl/
لاوک,/lāvak/
پژوهش خوانده,/pažūhishkhāndih/
گنگل,/gangal/
تشنه لب,/tishnilab/
ثرب,/sarb/
امنیه,/'amnīy[y]ih/
تشنه کام,/tishnikām/
ثرا,/sarā/
پژوهش,/pažūhish/
گازدار,/gāzdār/
قدح پیما,/qadahpiymā/
قدح آشام,/qadah[']āshām/
مضاف,/muzāf/
کندلان,/ka(u)ndulān/
انف,/'anf/
سلاست,/salāsat/
ختار,/khattār/
سلاخ خانه,/sallākhkhānih/
زبده,/zubdih/
عالی شاخ,/'ālīshākh/
روییده,/rūy(')īdih/
خروس خوان,/khurūskhān/
اقبالمند,/'iqbālmand/
اقبال,/'iqbāl/
خروس,/khurūs/
غالیده,/qālīdih/
چرک,/chirk/
چماق,/chumāq/
اذی,/'azā/
اذهان,/'azhān/
دره,/darrih/
فقاهت,/fa(i)qāhat/
خنوس,/khunūs/
دل افروز,/dil[']afrūz/
خنور,/kha(u)n[n]ūr/
چم,/cham/
اچی,/'achī/
غیشه,/qīshih/
احابش,/'ahābish/
دوغو,/dūqū/
غیژیدن,/qīžīdan/
وثوب,/vusūb/
جهان دیده,/jahāndīdih/
شعوبی,/shu'ūbī/
لغوی,/luqavī/
آزارش,/'āzārish/
قمه,/qamih/
لغونه,/lu(a)qūnih/
چوب,/chūb/
یمن,/yumn/
قمیص,/qamīs/
بادبیز,/bādbīz/
بوم,/būm/
گزن,/gazan/
اقلاع,/'iqlā'/
اباعد,/'abā'id/
بادبه دست,/bādbidast/
آفگانه,/'āfgānih/
سواره نظام,/savārinizām/
سواری,/savārī/
غافر,/qāfir/
بدزبان,/badzabān/
آفسانه,/'āfsānih/
تقریر,/taqrīr/
زمردنگار,/zumurrudnigār/
درآویختن,/dar[']āvīkhtan/
چنار,/chinār/
درآوردن,/dar[']āvardan/
زمردگیا,/zumurrudgīyā/
بدریختی,/badrīkhtī/
چناچن,/chanāchan/
بالاتنه,/bālātanih/
بی صبر,/bīsabr/
بیص,/biys/
بالاپوش,/bālāpūsh/
زشت نامی,/zishtnāmī/
بسفایج,/basfāyaj/
تفرقه,/tafra(i)qih/
بسغدیدن,/basa(u)qdīdan/
سحب,/suhub/
تفریج,/tafrīj/
سحایب,/sahāy(')ib/
زنبورک چی,/zambūrakchī/
عتاد,/'atād/
زنبوره,/zambūrih/
ناخوشی,/nākhushī/
رستم وش,/rustamvash/
فستقی,/fustuqī/
کنجده,/kunjidih/
قره جه,/qarijih/
